QID,Prediction
Q1861,你好，根据你描述的故障现象分析，这是典型的节气门积碳多导致的，这个公里数也需要清洗节气门了，希望我的回答能帮助你！
Q1862,你好，首先大灯外壳没有单独更换的，根据你车子行驶里程和年款，建议你可以买个拆车件，价格便宜，而且很好，原装，车灯只需要到美容店抛光打蜡下，四五百块钱搞定，前挡板，做下钣金喷漆就好了，外面店价格也在四五百块钱，效果也非常不错，希望我的回答能帮到你
Q1863,检查内外球笼有问题造成的，不需要拆变速箱
Q1864,喇叭按键不回位。
Q1865,没事的放心使用
Q1866,气压2.1/2.5就可以了
Q1867,你好，这个机油还是可以的，主要是什么品牌的机油，是东风悦达起亚专用机油吧，这个油只能说一般
Q1868,换一个新的就可以了
Q1869,检查汽油泵
Q1870,不影响的
Q1871,你好朋友向你描述的这款车型应该采用缸内直接喷射系统出现这种情况，应该是由于，
Q1872,方向助力油一般在三万公里更换一次。
Q1873,你好，发动机故障灯点亮说明发动机控制系统有问题，具体需要用诊断电脑读取故障码，才能进行检查维修。一般发动机故障灯点亮但车辆行驶中有没有问题，动力也够，一般是发动机混合气，氧传感器等故障码比较多，最好要用诊断电脑读取故障码，才好进行检查维修。
Q1874,你好，根据你说的这种情况，变速箱油和齿轮油都更换了吗？
Q1875,该车是[UNK]，厂家有召回活动，建议到售后处理。
Q1876,你好，根据你的描述和问诊的情况，我建议你重点检查一下车门的叶子板和后门的叶子板，如果是
Q1877,你好，可能是水管堵住，可以另外用一根管接到喷水电机出水头，然后再喷水试试。
Q1878,你好，这个可能是扇叶上与电机上的紧固螺丝松动或者是风扇马达轴承间隙大了，熄火关闭发动机，在散热风扇不工作的情况下用手感觉一下风扇是否存在松动或者不顺畅的现象。
Q1879,你好，北京地区可以预约汽车大师进行维修保养，有多家线下店并可预约上门维修服务。其合作商比较多，优惠也比较实惠。
Q1880,你好，这种情况一般是发动机缸盖[UNK]形进气歧管的密封垫老化造成水进入发动机，还有就是发动机
Q1881,你好，那年的车型如果是[UNK]的店里差不多这个价格。
Q1882,气门室盖整个变形不平整导致气门室盖整个变形
Q1883,不用原车自带打气的只要你装好发动车自动打气挺先进的
Q1884,直接安装就可以
Q1885,可以刷中文系统的
Q1886,你好，根据你的描述，这个可以从外面市场上购买相同颜色的防冻液进行添加。
Q1887,建议更换氧传感器
Q1888,需要更换正时链条
Q1889,建议使用壳牌[UNK]机油5w40
Q1890,防盗锁死
Q1891,宝马的保养复位，人工都可以清除的
Q1892,这款变速箱是干式双离合变速箱，建议检查节气门是否脏污需清洗，对进气系统及喷油嘴进行吊瓶免拆清洗，希望此次回答对您有帮助
Q1893,你好，这种情况可以用线短接继电器87和30号脚，如果油泵工作了，就是电脑没有给继电器控制线的原因
Q1894,您好，根据您的描述，这个情况不能盲目换件儿，需要检查渗入插头，或者进行解码器升级
Q1895,胎压灯检查轮胎气压就可以了
Q1896,建议你检查火花塞，清洗喷油嘴，节气门
Q1897,红色的是防冻液
Q1898,你好朋友向你描述的这种类型的故障现象，既然相应的底盘控制系统出现故障，那么就需要用检测电脑
Q1899,检查手刹或者驻车脚刹是否松开
Q1900,检查电瓶，还有静态放电电流
Q1901,用解码器查故障，看数据流，进气流量，氧传感器数据，看是什么原因导致燃烧不充分
Q1902,拆仪表台
Q1903,先用研磨机抛光试下效果不行的话只能喷漆了
Q1904,这个是废气涡轮增压器，是正常的颜色
Q1905,做个节气门匹配
Q1906,你好，根据你说的这种情况，你可以在网上看一下，有那种专门的洗车泥去，搓，车上的小点就可以处
Q1907,你好，通过你的故障现象描述来说，应该是蓄电池电量不足导致的，建议你找个车帮
Q1908,cvt省油的。
Q1909,你好，根据你的描述来说，不好判断是哪一方面的故障，你多跑一下就好了
Q1910,汽油泵滤芯不保压了
Q1911,你好，根据你说的这种情况，这肯定是不正常的，你车子还没买之前他都有维修记录的，要求赔偿！
Q1912,国4与国5主要是一个排污方面的问题，国五的话对了，环保要求就更高了，当全国
Q1913,俗称[UNK]吃胎[UNK]
Q1914,你好朋友，像你描述的这种情况，像你描述的这种情况，这种级别的机油是完全没有问题的，但是维修站使用这种机油的级别和，机油的实际性质并不相符所以这种情况首先单单从费用方面的考虑，没有必要到维修站去更换相同级别的机油的情况下维修站的机油，没有外面的机油级别高，所以发动机，会出现一些声音
Q1915,是手动归零还是自动归零？
Q1916,你好很高兴为你服务可以的这个取决于你的轮胎磨损情况一般都没什么大问题
Q1917,你好很高兴为你服务拆掉里面的固定螺丝两个然后斜着取出来
Q1918,你好，你是新车直接去[UNK]免费检查吧，应该是线路接头、保险丝或是继电器问题，这款车刚上市，出现一些小问题也是难免的，这款车刚上市，出现一些小问题也是难免的，这款车刚上市，出现一些小问题也是难免的
Q1919,你好，根据你说的这种情况，应该是传感器或者是线路问题导致的，建议你去4s店检查一下。
Q1920,你好，平均油耗你开的时间约长，油耗就会越底，
Q1921,你好朋友向你描述的这种类型的故障现象，个人觉得还是由于，柴油滤清器下面的水量传感器，相关线路插头，或者是由于柴油本身的水分含量比较大，导致的这种实质性的故障，这两个方面重点考虑，在仔细检查，应该不难发现和解决问题的朋友，希望我的回答能够帮助你如果有什么疑问可以随时联系我
Q1922,你好朋友，像你描述的这两款车型，底盘设计的结构都是完全一样的，所以离地间隙这两款车型，应该是完全相等的朋友，
Q1923,你好朋友向你描述的这种情况，按照车辆的累计行驶里程，出现这种情况，这是典型的发动机正常磨损消耗，出现了一些噪音，完全正常的，如果不影响动力输出稳定性的话，那么就不要做任何处理这种情况一般都是由于气门液压顶柱磨损导致的这种噪音，或者是由于发动机正常磨损导致的机油压力下降出现的气门液压顶柱出现的一些噪音完全正常，希望我的回答能够帮助你如果有什么疑问可以随时联系我。
Q1924,主控制器坏了
Q1925,你好，根据你说的这种情况，这种情况是属于机械方面的，不用管它，只要电脑读取的水温数据正常的，那就没有问题，放心用吧！
Q1926,你好，根据您所反馈的这种现象的话，建议对我们汽油泵的压力进行一个测量，是否为我们的汽油泵压力不
Q1927,蒸馏水只是较纯净的水，铸铁件比如缸体等配件遇到它也是会生锈的，建议现在别动，回去直接换水箱宝吧
Q1928,你好，首先的话，您的这种情况。如果没有去4s店里面进行保养的话，那么发动机这一块出现什么质量问题的话，那么他是不予保修的。但是这个也不是绝对的。如果你能够在
Q1929,你好，请确认我们车辆在打车的时候，我们的火花塞有没有挑火做一个跳火试验？如果不跳火的话，那么很有可能是我们的高压包坏了。可以进行互换试验。另外一个问题的话就是我们的那个气缸压力是否有问题是否气缸压力不足？还有就是我们的那个喷油嘴是否正常？这些都是可以进行检测的。
Q1930,风机电阻有问题，建议更换风机电阻
Q1931,室外温度传感器失效。
Q1932,您好，这个情况一般原因是减震器损坏造成的，或者，人太多超重了造成的，需要就车检查一下减震器弹簧是否断了，必
Q1933,你好，根据你说的，这种情况可能是气门室盖打开了，建议先检查一下顶铜间隙是否正常！
Q1934,你好朋友，像你描述的这种情况，像你描述的这种情况，像你描述的这种情况，像你描述的这种情况，像你描述的这种
Q1935,模块出现问题，需要检查线路和模块即可
Q1936,你好，这款车型的话到目前为止没有什么太多的通病啊！你注意什么的话就是我们购买到之后
Q1937,用电脑清零
Q1938,你好朋友向你描述的这款，双离合自动变速箱，主要它的优点是，动力输出损耗非常少
Q1939,建议清洗节气门积碳
Q1940,您好，这个需要把机油齿管拆下来然后取出来断了的东西再安装好机油尺管就行了
Q1941,检查平衡杆小连杆，还有方向机拉杆球头
Q1942,检查后面刹车灯开关
Q1943,你好，打开[UNK]开关就是冷风
Q1944,更换离合器片
Q1945,你好，根据你的描述，这种情况是属于正常现象，这是因为曲轴通风管过来，进气管时间长了形成的油蒸气。
Q1946,你好，是在不同路面行驶用的比如说爬坡或者冰雪路面等等
Q1947,换气门室盖垫
Q1948,你好，这种情况是正常的，车身振动，自然方向盘也跟着震动，雅阁的减震来的快，所以车的振动被传入方向盘上，正常的
Q1949,你好，根据描述情况分析应该是刹车灯开关的问题，建议检查一下刹车灯开关
